# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_3_prime_UTR_variant	variants_effect_5_prime_UTR_premature_start_codon_gain_variant	variants_effect_5_prime_UTR_variant	variants_effect_conservative_inframe_deletion	variants_effect_conservative_inframe_insertion	variants_effect_disruptive_inframe_deletion	variants_effect_downstream_gene_variant	variants_effect_frameshift_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_non_coding_transcript_exon_variant	variants_effect_splice_acceptor_variant	variants_effect_splice_donor_variant	variants_effect_splice_region_variant	variants_effect_start_lost	variants_effect_stop_gained	variants_effect_stop_lost	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
AGPAT6	ENSG00000158669	ENST00000518628	retained_intron	0	0	0	16	0	0	0	0	0	0	14	0	1	0	0	0	0	0	0	0	0	0	1
AGPAT6	ENSG00000158669	ENST00000519853	protein_coding	0	0	0	3	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0
AGPAT6	ENSG00000158669	ENST00000519921	retained_intron	0	0	0	3	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1
AGPAT6	ENSG00000158669	ENST00000521349	retained_intron	0	0	0	16	0	0	0	0	0	0	14	0	1	0	0	0	0	0	0	0	0	0	1
AGPAT6	ENSG00000158669	ENST00000521806	nonsense_mediated_decay	0	0	0	3	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0
AGPAT6	ENSG00000158669	ENST00000523906	retained_intron	0	0	0	17	0	0	0	0	0	0	14	0	2	0	0	0	0	0	0	0	0	0	1
AK3P2	ENSG00000250115	ENST00000507976	processed_pseudogene	0	0	0	4	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0
ALG1L11P	ENSG00000249889	ENST00000511660	unprocessed_pseudogene	0	0	0	31	0	0	0	0	0	0	14	0	4	0	3	0	0	0	0	0	0	0	10
ALG1L12P	ENSG00000250794	ENST00000515046	unprocessed_pseudogene	0	0	0	8	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0
ALG1L13P	ENSG00000253981	ENST00000518201	processed_transcript	0	0	0	28	0	0	0	0	0	0	8	0	12	0	6	0	0	0	0	0	0	0	2
ALG1L13P	ENSG00000253981	ENST00000519320	transcribed_unprocessed_pseudogene	0	0	0	24	0	0	0	0	0	0	20	0	2	0	2	0	0	0	0	0	0	0	0
ALG1L13P	ENSG00000253981	ENST00000522393	processed_transcript	0	0	0	22	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0
ALG1L13P	ENSG00000253981	ENST00000523017	processed_transcript	0	0	0	26	0	0	0	0	0	0	22	0	3	0	1	0	0	0	0	0	0	0	0
ANGPT1	ENSG00000154188	ENST00000297450	protein_coding	0	0	0	6	4	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
ANGPT1	ENSG00000154188	ENST00000517746	protein_coding	0	0	0	6	4	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
ANGPT1	ENSG00000154188	ENST00000518386	processed_transcript	0	0	0	5	0	0	0	0	0	0	4	0	1	0	0	0	0	0	0	0	0	0	0
ANGPT1	ENSG00000154188	ENST00000520033	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ANGPT1	ENSG00000154188	ENST00000520052	protein_coding	0	0	0	5	0	0	0	0	0	0	4	0	1	0	0	0	0	0	0	0	0	0	0
ANGPT1	ENSG00000154188	ENST00000520734	protein_coding	0	0	0	5	0	0	0	0	0	0	4	0	1	0	0	0	0	0	0	0	0	0	0
ANGPT1	ENSG00000154188	ENST00000521950	retained_intron	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ANGPT1	ENSG00000154188	ENST00000522400	retained_intron	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ANGPT2	ENSG00000091879	ENST00000325203	protein_coding	0	5	0	27	11	0	1	0	0	0	1	0	14	0	0	0	0	0	0	0	0	5	0
ANGPT2	ENSG00000091879	ENST00000338312	protein_coding	0	3	0	29	0	0	1	0	0	0	12	0	16	0	0	0	0	0	0	0	0	3	0
ANGPT2	ENSG00000091879	ENST00000415216	protein_coding	0	5	0	27	11	0	1	0	0	0	1	0	14	0	0	0	0	0	0	0	0	5	0
ANGPT2	ENSG00000091879	ENST00000523120	protein_coding	0	5	0	15	1	0	1	0	0	0	0	0	13	0	0	0	0	0	0	0	0	5	0
ANK1	ENSG00000029534	ENST00000265709	protein_coding	0	6	0	44	0	0	0	0	0	0	11	0	34	0	0	0	0	1	0	0	0	5	0
ANK1	ENSG00000029534	ENST00000289734	protein_coding	0	6	0	44	11	0	0	0	0	0	0	0	34	0	0	0	0	1	0	0	0	5	0
ANK1	ENSG00000029534	ENST00000314214	protein_coding	0	1	0	17	0	0	0	0	0	0	11	0	6	0	0	0	0	1	0	0	0	0	1
ANK1	ENSG00000029534	ENST00000335651	protein_coding	0	0	0	7	0	0	0	0	0	0	3	0	3	0	0	0	0	0	0	0	0	0	1
ANK1	ENSG00000029534	ENST00000347528	protein_coding	0	6	0	44	11	0	0	0	0	0	0	0	34	0	0	0	0	1	0	0	0	5	0
ANK1	ENSG00000029534	ENST00000348036	protein_coding	0	0	0	18	0	0	0	0	0	0	11	0	6	0	0	0	0	0	0	0	0	0	1
ANK1	ENSG00000029534	ENST00000352337	protein_coding	0	5	0	45	11	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	5	0
ANK1	ENSG00000029534	ENST00000379758	protein_coding	0	5	0	45	11	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	5	0
ANK1	ENSG00000029534	ENST00000396942	protein_coding	0	6	0	44	11	0	0	0	0	0	0	0	34	0	0	0	0	1	0	0	0	5	0
ANK1	ENSG00000029534	ENST00000396945	protein_coding	0	5	0	45	11	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	5	0
ANK1	ENSG00000029534	ENST00000457297	protein_coding	0	0	0	18	11	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	1
ANK1	ENSG00000029534	ENST00000518061	nonsense_mediated_decay	0	0	0	5	0	0	0	0	0	0	1	0	4	0	0	0	0	0	0	0	0	0	0
ANK1	ENSG00000029534	ENST00000518715	retained_intron	0	1	0	6	0	0	0	0	0	0	4	0	2	0	0	0	0	1	0	0	0	0	1
ANK1	ENSG00000029534	ENST00000520299	protein_coding	0	4	0	27	0	0	0	0	0	0	11	0	15	0	0	0	0	1	0	0	0	3	2
ANK1	ENSG00000029534	ENST00000522231	protein_coding	0	1	0	17	0	0	0	0	0	0	11	0	6	0	0	0	0	1	0	0	0	0	1
ANK1	ENSG00000029534	ENST00000522543	protein_coding	0	1	0	17	0	0	0	0	0	0	11	0	6	0	0	0	0	1	0	0	0	0	1
ANK1	ENSG00000029534	ENST00000524069	retained_intron	0	0	0	6	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	5
ANK1	ENSG00000029534	ENST00000524227	retained_intron	0	1	0	16	0	0	0	0	0	0	2	0	7	0	3	0	0	1	0	0	0	0	5
ANKRD46	ENSG00000186106	ENST00000335659	protein_coding	0	0	0	4	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
ANKRD46	ENSG00000186106	ENST00000358990	protein_coding	0	0	0	4	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0
ANKRD46	ENSG00000186106	ENST00000519316	protein_coding	0	0	0	4	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0
ANKRD46	ENSG00000186106	ENST00000519597	protein_coding	0	0	0	4	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
ANKRD46	ENSG00000186106	ENST00000520311	protein_coding	0	0	0	4	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
ANKRD46	ENSG00000186106	ENST00000520552	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0
ANKRD46	ENSG00000186106	ENST00000521345	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ANKRD46	ENSG00000186106	ENST00000523000	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ANKRD46	ENSG00000186106	ENST00000524072	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ANXA13	ENSG00000104537	ENST00000262219	protein_coding	0	1	2	10	2	0	1	0	0	0	0	0	6	2	0	0	0	1	0	0	0	0	2
ANXA13	ENSG00000104537	ENST00000419625	protein_coding	0	1	2	10	2	0	1	0	0	0	0	0	6	2	0	0	0	1	0	0	0	0	2
ANXA13	ENSG00000104537	ENST00000520519	protein_coding	0	0	1	4	0	0	0	0	0	0	0	0	4	1	0	0	0	0	0	0	0	0	0
AP000428.1	ENSG00000211995	ENST00000390706	miRNA	0	0	0	4	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0
AP001205.1	ENSG00000264991	ENST00000579868	miRNA	0	0	0	10	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	6
AP003471.2	ENSG00000222158	ENST00000410226	miRNA	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
AP3M2	ENSG00000070718	ENST00000174653	protein_coding	0	1	0	14	4	1	1	0	0	0	2	0	7	0	0	0	0	0	0	0	0	0	0
AP3M2	ENSG00000070718	ENST00000396926	protein_coding	0	0	0	14	4	0	0	0	0	0	2	0	7	0	0	0	0	0	0	0	0	0	1
AP3M2	ENSG00000070718	ENST00000517499	protein_coding	0	0	0	11	0	0	0	0	0	0	5	0	4	0	0	0	0	0	0	0	0	0	2
AP3M2	ENSG00000070718	ENST00000517865	nonsense_mediated_decay	0	0	0	11	0	0	0	0	0	0	5	0	5	0	0	0	0	0	0	0	0	0	1
AP3M2	ENSG00000070718	ENST00000517922	protein_coding	0	0	0	11	0	0	0	0	0	0	5	0	5	0	0	0	0	0	0	0	0	0	1
AP3M2	ENSG00000070718	ENST00000517969	protein_coding	0	0	0	5	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	1
AP3M2	ENSG00000070718	ENST00000518421	protein_coding	0	1	0	14	4	1	1	0	0	0	2	0	7	0	0	0	0	0	0	0	0	0	0
AP3M2	ENSG00000070718	ENST00000520685	processed_transcript	0	0	0	12	0	0	0	0	0	0	4	0	7	0	0	0	0	0	0	0	0	0	1
AP3M2	ENSG00000070718	ENST00000520689	nonsense_mediated_decay	0	0	0	8	0	0	0	0	0	0	2	0	5	0	0	0	0	0	0	0	0	0	1
AP3M2	ENSG00000070718	ENST00000521235	processed_transcript	0	0	0	5	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	1
AP3M2	ENSG00000070718	ENST00000521280	protein_coding	0	0	0	12	0	0	0	0	0	0	4	0	7	0	0	0	0	0	0	0	0	0	1
AP3M2	ENSG00000070718	ENST00000521899	retained_intron	0	0	0	11	0	0	0	0	0	0	5	0	1	0	1	0	0	0	0	0	0	0	4
AP3M2	ENSG00000070718	ENST00000522288	protein_coding	0	0	0	6	0	0	0	0	0	0	4	0	1	0	0	0	0	0	0	0	0	0	1
AP3M2	ENSG00000070718	ENST00000522320	retained_intron	0	0	0	7	0	0	0	0	0	0	5	0	0	0	1	0	0	0	0	0	0	0	1
AP3M2	ENSG00000070718	ENST00000522606	protein_coding	0	0	0	6	0	0	0	0	0	0	4	0	1	0	0	0	0	0	0	0	0	0	1
AP3M2	ENSG00000070718	ENST00000523249	retained_intron	0	0	0	10	0	0	0	0	0	0	4	0	5	0	0	0	0	0	0	0	0	0	1
AP3M2	ENSG00000070718	ENST00000530375	nonsense_mediated_decay	0	0	0	12	0	0	0	0	0	0	4	0	7	0	0	0	0	0	0	0	0	0	1
ARC	ENSG00000198576	ENST00000356613	protein_coding	0	2	0	7	2	0	2	0	0	0	1	0	2	0	0	0	0	0	0	0	0	2	0
ARC	ENSG00000198576	ENST00000581404	processed_transcript	0	0	0	9	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	5
ARFGEF1	ENSG00000066777	ENST00000262215	protein_coding	0	1	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0
ARFGEF1	ENSG00000066777	ENST00000517955	processed_transcript	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
ARFGEF1	ENSG00000066777	ENST00000518230	protein_coding	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0
ARFGEF1	ENSG00000066777	ENST00000518290	retained_intron	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
ARFGEF1	ENSG00000066777	ENST00000518789	protein_coding	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0
ARFGEF1	ENSG00000066777	ENST00000520381	protein_coding	0	1	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0
ARFGEF1	ENSG00000066777	ENST00000522878	processed_transcript	0	0	0	2	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0
ARHGAP39	ENSG00000147799	ENST00000276826	protein_coding	0	1	1	6	0	0	0	0	0	0	0	0	6	1	0	0	0	0	0	0	0	1	0
ARHGAP39	ENSG00000147799	ENST00000377307	protein_coding	0	1	1	6	0	0	0	0	0	0	0	0	6	1	0	0	0	0	0	0	0	1	0
ARHGAP39	ENSG00000147799	ENST00000528810	processed_transcript	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
ARHGAP39	ENSG00000147799	ENST00000540274	protein_coding	0	1	1	6	0	0	0	0	0	0	0	0	6	1	0	0	0	0	0	0	0	1	0
ARHGEF10	ENSG00000104728	ENST00000262112	protein_coding	0	4	1	55	3	0	0	0	0	0	0	0	53	1	0	0	0	1	0	0	0	3	0
ARHGEF10	ENSG00000104728	ENST00000349830	protein_coding	0	4	1	55	3	0	0	0	0	0	0	0	53	1	0	0	0	1	0	0	0	3	0
ARHGEF10	ENSG00000104728	ENST00000382795	processed_transcript	0	0	0	18	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	15
ARHGEF10	ENSG00000104728	ENST00000398560	protein_coding	0	2	1	33	0	0	0	0	0	0	0	0	34	1	0	0	0	1	0	0	0	1	0
ARHGEF10	ENSG00000104728	ENST00000398564	protein_coding	0	4	1	55	3	0	0	0	0	0	0	0	53	1	0	0	0	1	0	0	0	3	0
ARHGEF10	ENSG00000104728	ENST00000518288	protein_coding	0	4	1	55	3	0	0	0	0	0	0	0	53	1	0	0	0	1	0	0	0	3	0
ARHGEF10	ENSG00000104728	ENST00000519641	retained_intron	0	0	0	7	0	0	0	0	0	0	3	0	1	0	0	0	0	0	0	0	0	0	3
ARHGEF10	ENSG00000104728	ENST00000520359	protein_coding	0	4	1	55	3	0	0	0	0	0	0	0	53	1	0	0	0	1	0	0	0	3	0
ARHGEF10	ENSG00000104728	ENST00000520972	retained_intron	0	1	0	28	0	0	0	0	0	0	0	0	13	0	1	0	0	1	0	0	0	0	15
ARHGEF10	ENSG00000104728	ENST00000521927	processed_transcript	0	0	0	10	0	0	0	0	0	0	3	0	6	0	1	0	0	0	0	0	0	0	0
ARHGEF10	ENSG00000104728	ENST00000522435	protein_coding	0	2	1	30	3	0	0	0	0	0	0	0	24	1	0	0	0	0	0	0	0	2	3
ARHGEF10	ENSG00000104728	ENST00000522969	retained_intron	0	0	0	18	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	15
ARHGEF10	ENSG00000104728	ENST00000523596	processed_transcript	0	0	0	9	0	0	0	0	0	0	5	0	4	0	0	0	0	0	0	0	0	0	0
ARHGEF10	ENSG00000104728	ENST00000523711	retained_intron	0	1	0	22	0	0	0	0	0	0	1	0	18	0	4	0	0	1	0	0	0	0	0
ARHGEF10	ENSG00000104728	ENST00000523980	retained_intron	0	0	0	3	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0
ARHGEF10	ENSG00000104728	ENST00000524212	processed_transcript	0	0	0	12	0	0	0	0	0	0	4	0	8	0	0	0	0	0	0	0	0	0	0
ARMC1	ENSG00000104442	ENST00000276569	protein_coding	0	1	0	11	6	0	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	1	1
ARMC1	ENSG00000104442	ENST00000458464	protein_coding	0	0	0	12	0	0	1	0	0	0	6	0	4	0	0	0	0	0	0	0	0	0	1
ARMC1	ENSG00000104442	ENST00000518908	protein_coding	0	1	0	11	0	0	2	0	0	0	7	0	1	0	0	0	0	0	0	0	0	1	1
ARMC1	ENSG00000104442	ENST00000519352	protein_coding	0	0	0	5	0	0	1	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	1
ARMC1	ENSG00000104442	ENST00000523384	processed_transcript	0	0	0	5	0	0	0	0	0	0	1	0	2	0	1	0	0	0	0	0	0	0	1
ARMC1	ENSG00000104442	ENST00000528721	nonsense_mediated_decay	0	0	0	13	0	0	1	0	0	0	6	0	4	0	1	0	0	0	0	0	0	0	1
ASAH1	ENSG00000104763	ENST00000262097	protein_coding	0	2	4	41	2	0	0	0	0	0	2	0	36	4	0	0	0	3	0	0	0	0	3
ASAH1	ENSG00000104763	ENST00000314146	protein_coding	0	1	4	42	1	0	1	0	0	0	3	0	38	4	0	0	0	2	0	0	0	0	0
ASAH1	ENSG00000104763	ENST00000381733	protein_coding	0	2	4	41	2	0	1	0	0	0	2	0	38	4	0	0	0	3	0	0	0	0	0
ASAH1	ENSG00000104763	ENST00000417108	protein_coding	0	2	4	41	2	0	0	0	0	0	2	0	36	4	0	0	0	3	0	0	0	0	3
ASAH1	ENSG00000104763	ENST00000517409	retained_intron	0	0	0	18	0	0	0	0	0	0	13	0	2	0	0	0	0	0	0	0	0	0	3
ASAH1	ENSG00000104763	ENST00000518087	retained_intron	0	3	0	28	0	0	0	0	0	0	2	0	22	0	4	0	0	3	0	0	0	0	3
ASAH1	ENSG00000104763	ENST00000518746	retained_intron	0	0	0	17	0	0	0	0	0	0	11	0	2	0	1	0	0	0	0	0	0	0	3
ASAH1	ENSG00000104763	ENST00000519468	processed_transcript	0	3	0	44	0	0	0	0	0	0	9	0	31	0	4	0	0	3	0	0	0	0	3
ASAH1	ENSG00000104763	ENST00000519545	processed_transcript	0	3	0	38	0	0	0	0	0	0	13	0	25	0	3	0	0	3	0	0	0	0	0
ASAH1	ENSG00000104763	ENST00000520051	processed_transcript	0	1	0	28	0	0	0	0	0	0	15	0	12	0	2	0	0	1	0	0	0	0	0
ASAH1	ENSG00000104763	ENST00000520781	protein_coding	0	2	4	41	2	0	0	0	0	0	2	0	36	4	0	0	0	3	0	0	0	0	3
ASAH1	ENSG00000104763	ENST00000521542	retained_intron	0	0	0	18	0	0	0	0	0	0	9	0	4	0	3	0	0	0	0	0	0	0	2
ASAH1	ENSG00000104763	ENST00000523593	processed_transcript	0	1	0	43	0	0	0	0	0	0	13	0	27	0	1	0	0	1	0	0	0	0	3
ASAH1	ENSG00000104763	ENST00000523744	retained_intron	0	0	0	21	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	9
ASAP1	ENSG00000153317	ENST00000357668	protein_coding	0	0	1	15	3	0	0	0	0	0	1	0	11	1	0	0	0	0	0	0	0	0	0
ASAP1	ENSG00000153317	ENST00000518721	protein_coding	0	0	1	15	3	0	0	0	0	0	1	0	11	1	0	0	0	0	0	0	0	0	0
ASAP1	ENSG00000153317	ENST00000518957	processed_transcript	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
ASAP1	ENSG00000153317	ENST00000519169	retained_intron	0	0	0	4	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0
ASAP1	ENSG00000153317	ENST00000519483	protein_coding	0	0	1	9	0	0	0	0	0	0	4	0	5	1	0	0	0	0	0	0	0	0	0
ASAP1	ENSG00000153317	ENST00000520189	retained_intron	0	0	0	5	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	3
ASAP1	ENSG00000153317	ENST00000520342	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0
ASAP1	ENSG00000153317	ENST00000520927	nonsense_mediated_decay	0	0	0	4	0	0	0	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0
ASAP1	ENSG00000153317	ENST00000521057	retained_intron	0	0	0	5	0	0	0	0	0	0	1	0	3	0	1	0	0	0	0	0	0	0	0
ASAP1	ENSG00000153317	ENST00000521075	nonsense_mediated_decay	0	0	0	20	4	0	0	0	0	0	1	0	11	0	4	0	0	0	0	0	0	0	0
ASAP1	ENSG00000153317	ENST00000521426	protein_coding	0	0	0	2	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0
ASAP1	ENSG00000153317	ENST00000524018	retained_intron	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ASAP1	ENSG00000153317	ENST00000524124	protein_coding	0	0	1	12	3	0	0	0	0	0	1	0	8	1	0	0	0	0	0	0	0	0	0
ASAP1	ENSG00000153317	ENST00000524299	nonsense_mediated_decay	0	0	0	2	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0
ASAP1	ENSG00000153317	ENST00000524367	protein_coding	0	0	0	5	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0
ASH2L	ENSG00000129691	ENST00000250635	protein_coding	0	1	0	3	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	1	0
ASH2L	ENSG00000129691	ENST00000343823	protein_coding	0	1	0	3	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	1	0
ASH2L	ENSG00000129691	ENST00000428278	protein_coding	0	1	0	3	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	1	0
ASH2L	ENSG00000129691	ENST00000517496	nonsense_mediated_decay	0	0	0	5	1	0	0	0	0	0	1	0	2	0	1	0	0	0	0	0	0	0	0
ASH2L	ENSG00000129691	ENST00000517719	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ASH2L	ENSG00000129691	ENST00000518186	retained_intron	0	0	0	3	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1
ASH2L	ENSG00000129691	ENST00000520079	retained_intron	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ASH2L	ENSG00000129691	ENST00000521652	protein_coding	0	1	0	3	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	1	0
ASH2L	ENSG00000129691	ENST00000521808	nonsense_mediated_decay	0	0	0	4	0	0	0	0	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0
ASH2L	ENSG00000129691	ENST00000522675	retained_intron	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ASH2L	ENSG00000129691	ENST00000524247	protein_coding	0	1	0	2	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0
ASH2L	ENSG00000129691	ENST00000524263	processed_transcript	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ASH2L	ENSG00000129691	ENST00000545394	protein_coding	0	1	0	3	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	1	0
ASPH	ENSG00000198363	ENST00000356457	protein_coding	0	0	0	18	3	0	4	0	0	0	1	0	10	0	0	0	0	0	0	0	0	0	0
ASPH	ENSG00000198363	ENST00000379449	protein_coding	0	0	0	7	0	0	3	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1
ASPH	ENSG00000198363	ENST00000379454	protein_coding	0	3	0	38	0	0	4	0	0	0	4	0	32	0	0	0	0	2	0	0	0	1	0
ASPH	ENSG00000198363	ENST00000389204	protein_coding	0	0	0	7	0	0	0	0	0	0	4	0	2	0	0	0	0	0	0	0	0	0	1
ASPH	ENSG00000198363	ENST00000445642	protein_coding	0	0	0	14	2	0	0	0	0	0	2	0	9	0	0	0	0	0	0	0	0	0	1
ASPH	ENSG00000198363	ENST00000517661	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1
ASPH	ENSG00000198363	ENST00000517847	protein_coding	0	0	0	14	2	0	0	0	0	0	2	0	9	0	0	0	0	0	0	0	0	0	1
ASPH	ENSG00000198363	ENST00000517856	protein_coding	0	0	0	11	0	0	4	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0
ASPH	ENSG00000198363	ENST00000517903	protein_coding	0	0	0	14	3	0	0	0	0	0	1	0	9	0	0	0	0	0	0	0	0	0	1
ASPH	ENSG00000198363	ENST00000517928	processed_transcript	0	0	0	6	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0
ASPH	ENSG00000198363	ENST00000518068	protein_coding	0	0	0	18	3	0	4	0	0	0	1	0	10	0	0	0	0	0	0	0	0	0	0
ASPH	ENSG00000198363	ENST00000518306	protein_coding	0	0	0	10	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	1
ASPH	ENSG00000198363	ENST00000518441	retained_intron	0	1	0	3	0	0	0	0	0	0	3	0	0	0	1	0	0	1	0	0	0	0	0
ASPH	ENSG00000198363	ENST00000519234	protein_coding	0	0	0	18	3	0	3	0	0	0	1	0	10	0	0	0	0	0	0	0	0	0	1
ASPH	ENSG00000198363	ENST00000519678	processed_transcript	0	0	0	7	0	0	0	0	0	0	4	0	1	0	0	0	0	0	0	0	0	0	2
ASPH	ENSG00000198363	ENST00000520198	retained_intron	0	0	0	3	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0
ASPH	ENSG00000198363	ENST00000521499	retained_intron	0	0	0	10	0	0	0	0	0	0	0	0	8	0	2	0	0	0	0	0	0	0	0
ASPH	ENSG00000198363	ENST00000521909	retained_intron	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0
ASPH	ENSG00000198363	ENST00000522036	retained_intron	0	0	0	3	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1
ASPH	ENSG00000198363	ENST00000522325	retained_intron	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
ASPH	ENSG00000198363	ENST00000522343	processed_transcript	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
ASPH	ENSG00000198363	ENST00000522349	protein_coding	0	1	0	19	0	0	0	0	0	0	1	0	17	0	0	0	0	0	0	0	0	1	1
ASPH	ENSG00000198363	ENST00000522603	protein_coding	0	0	0	7	0	0	0	0	0	0	4	0	2	0	0	0	0	0	0	0	0	0	1
ASPH	ENSG00000198363	ENST00000522835	protein_coding	0	0	0	14	0	0	0	0	0	0	4	0	9	0	0	0	0	0	0	0	0	0	1
ASPH	ENSG00000198363	ENST00000522919	protein_coding	0	0	0	9	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	2
ASPH	ENSG00000198363	ENST00000523897	processed_transcript	0	0	0	8	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	1
ASPH	ENSG00000198363	ENST00000523927	processed_transcript	0	0	0	16	0	0	0	0	0	0	1	0	13	0	0	0	0	0	0	0	0	0	2
